Application Number,Geographical Indications,Status,Applicant Name,Applicant Address,Date of Filing,Class,Goods,Geographical Area,Priority Country,Journal Number,Availability Date,Certificate Number,Certificate Date,Registration Valid Upto
93,Kovai Kora Cotton Sarees,Registered,Department of Handlooms and Textiles,"Department of Handlooms and Textiles, Government of Tamil Nadu, Kuralagam II Floor, Chennai - 600 108, India.",25-04-2007,24 & 25,Handicraft,Tamil Nadu,India,23,24-12-2007,57,28-03-2008,24-04-2027
94,Salem Silk,Registered,Department of Handlooms and Textiles,"Department of Handlooms and Textiles, Government of Tamil Nadu, Kuralagam II Floor, Chennai - 600 108",16-05-2007,24 & 25,Handicraft,Tamil Nadu,India,22 & 23,24-12-2007,56,28-03-2008,15-05-2027
95,East India Leather,Registered,(a) The Trichy Tanners Association Society,"(a) The Trichy Tanners Association Society Registration No.33/88, No.10, Pudukkottai Road, Sembattu, Trichy - 620 007, (TN) 
(b) The Dindigul Tanners Association Society Registration No.38/85, 227/86, B Madurai Road, Begambur, Dindigul, Tamil Nadu.",18-05-2007,18,Manufactured,Tamil Nadu,India,22,24-12-2007,61,28-03-2008,17-05-2027
96,Thanjavur Doll,Registered,Thanjavur Chamber of Commerce,"Thanjavur Chamber of Commerce, 18A/2886, Srinivasa Pillai Road, Santhapillai Gate, Thanjavur",18-05-2007,28,Handicraft,Tamil Nadu,India,Supp - 2,26-05-2008,89,09-09-2008,17-05-2027
97,Leather Toys of Indore,Registered,Development Commissioner (Handicrafts),"Development Commissioner (Handicrafts), Ministry of Textiles, Government of India, West Block No.7, R.K. Puram, New Delhi",13-06-2007,28,Handicraft,Madhya Pradesh,India,Supp 1,24-03-2008,77,10-07-2008,12-06-2027
98,Bagh Prints of Madhya Pradesh,Registered,Development Commissioner (Handicrafts,"Development Commissioner (Handicrafts), Ministry of Textiles, Government of India, West Block No.7, R.K. Puram, New Delhi, New Delhi, New Delhi, INDIA,",13-06-2007,24,Handicraft,Madhya Pradesh,India,Supp 1,24-03-2008,78,10-07-2008,12-06-2027
99,Banaras Brocades and Sarees,Registered,"1.Banaras Bunkar Samiti, Sharma Katra","1.Banaras Bunkar Samiti, Sharma Katra, Rangoli Garden, Chouraha, Near Rangoli Garden Restaurant, Sarnath, Varanasi - 221 007, UP and 8 others, Varanasi, Uttarpradesh, INDIA, 221 007",04-07-2007,"23, 24, 25 & 26",Handicraft,Uttar Pradesh,India,29,22-04-2009,110,04-09-2009,03-07-2027
100,Sankheda Furniture,Registered,Development Commissioner (Handicrafts),"Development Commissioner (Handicrafts), Ministry of Textiles, Government of India, West Block No.7, R.K. Puram, New Delhi",05-07-2007,20,Handicraft,Gujarat,India,Supplementary 1,24-03-2008,79,10-07-2008,04-07-2027
101,Agates of Cambay,Registered,Development Commissioner (Handicrafts),"Development Commissioner (Handicrafts), Ministry of Textiles, Government of India, West Block No.7, R.K. Puram, New Delhi",05-07-2007,14,Handicraft,Gujarat,India,Supplementary 1,24-03-2008,80,10-07-2008,04-07-2027
102,Bell Metal Ware of Datia and Tikamgarh,Registered,Development Commissioner (Handicrafts),"Development Commissioner (Handicrafts), Ministry of Textiles, Government of India, West Block No.7, R.K.Puram, New Delhi, India.",05-07-2007,6,Handicraft,Madhya Pradesh,India,Supplementary 1,24-03-2008,81,10-07-2008,04-07-2027
103,Kutch Embroidery,Registered,Development Commissioner (Handicrafts),"Development Commissioner (Handicrafts), Ministry of Textiles, Government of India, West Block No.7, R.K.Puram, New Delhi, India.",11-07-2007,26 & 24,Handicraft,Gujarat,India,Supplementary 1,24-03-2008,82,10-07-2008,10-07-2027
104,Santiniketan Leather Goods,Registered,Santiniketani Artistic Leather Goods Manufacturer's Welfare Association,"Santiniketani Artistic Leather Goods Manufacturer's Welfare Association, Village-Surul, Post Office - Sriniketan (Santiniketan), District - Birbhum, West Bengal - 731 236.",12-07-2007,18,Handicraft,West Bengal,India,Supplementary 2,26-05-2008,90,09-09-2008,11-07-2027
105,Nirmal Furniture,Registered,"Andhra Pradesh Handicrafts Development Corporation Limited,","""Hasthkala Bhavan"", Opp: Telephone Exchange, Musheerabad, Hyderabad - 500 020.",01-08-2007,20,Handicraft,Telangana,India,Supplementary 2,26-05-2008,91,09-09-2008,31-07-2027
106,Nirmal Paintings,Registered,"Andhra Pradesh Handicrafts Development Corporation Limited,","""Hasthkala Bhavan"", Opp: Telephone Exchange, Musheerabad, Hyderabad - 500 020.",01-08-2007,16 & 20,Handicraft,Telangana,India,Supplementary 2,26-05-2008,92,09-09-2008,31-07-2027
107,Andhra Pradesh Leather Puppetry,Registered,Andhra Pradesh Handicrafts Development Corporation Ltd.,"Andhra Pradesh Handicrafts Development Corporation Ltd., ""Hasthkala Bhavan"", Musheerabad, Hyderabad - 20.",01-08-2007,"18, 27 & 28",Handicraft,Andhra Pradesh,India,Supplementary 2,26-05-2008,93,09-09-2008,31-07-2027
108,Pipli Applique Craft (Merged with Application No.86 - Pipli Applique Work),Merged,1. Puri Creative Handicraft Co-operative Society,"1. Puri Creative Handicraft Co-operative Society, Regd. No.03/PU/DIC-1988 at Dist-Puri, Orissa rep. by its President, Shri. Devi Prasan Nanda 2. Kulamani Creative Handicraft Co-operative Society, Regd. No.03/PU/DIC-1996, at Dist-Puri, Orissa rep. by its P",22-08-2007,24,Handicraft,Odisha,India,Supplementary 2,26-05-2008,87,09-09-2008,21-08-2027
109,Naga Mircha,Registered,"The Secretary, Department of Horticulture & Agriculture","The Secretary, Department of Horticulture & Agriculture, Government of Nagaland, Police Station - Kohima (South), District - Kohima, Nagaland.",22-08-2007,31,Agriculture,Nagaland,India,25,11-08-2008,99,02-12-2003,21-08-2027
110,Eathomozhy Tall Coconut,Registered,(i) Centre for Innovation and Transfer of Technology,"(i) Centre for Innovation and Transfer of Technology, 48 / 2, Gnana Muthagam, Ramanputhoor, Nagercoil - 2, Kanyakumari Dist, Tamil Nadu.",07-09-2007,31,Agriculture,Tamil Nadu,India,Supp 2,26-05-2008,72,10-07-2008,06-09-2017
111,Malda Laxman Bhog Mango,Registered,Patent Information Centre,"Patent Information Centre, West Bengal State Council of Science & Technology, Department of Science & Technology (DST), GoWB, Bikas Bhavan, North Block, 4th Floor, Salt Lake, Kolkata - 700 091 West Bengal, Kolkata, West Bengal, INDIA, 700 091",19-09-2007,31,Agriculture,West Bengal,India,Supplementary 2,26-05-2008,94,09-09-2008,18-09-2027
112,Malda Khirsapati (Himsagar) Mango,Registered,Patent Information Centre,"Patent Information Centre, West Bengal State Council of Science & Technology, Department of Science & Technology (DST), GoWB, Bikas Bhavan, North Block, 4th Floor, Salt Lake, Kolkata - 700 091 West Bengal, Kolkata, West Bengal, INDIA,",19-09-2007,31,Agriculture,West Bengal,India,Supplementary 2,26-05-2008,95,09-09-2008,18-09-2027
113,Malda Fazli Mango,Registered,Patent Information Centre,"Patent Information Centre, West Bengal State Council of Science & Technology, Department of Science & Technology (DST), GoWB, Bikas Bhavan, North Block, 4th Floor, Salt Lake, Kolkata - 700 091 West Bengal, Kolkata, West Bengal, INDIA,",01-10-2007,31,Agriculture,West Bengal,India,Supplementary 2,26-05-2008,96,09-09-2008,30-09-2027
114,Monsooned Malabar Robusta Coffee,Registered,Coffee Board (Ministry of Commerce & Industry),"Coffee Board (Ministry of Commerce & Industry), Govt. of India,  No. 1, Dr. Ambedkar Veedhi, Bangalore - 560 001, Karnataka, India.",12-10-2007,30,Agriculture,India (Karnataka & Kerala),India,21,20-12-2007,55,28-03-2008,11-10-2027
115,Assam (Orthodox) Logo,Registered,Tea Board,"Tea Board, 14, B.T.M. Sarani (Brabourne Road), P.O. Box No.2172, Kolkata - 700 001, India, Kolkata, West Bengal, INDIA, 700 001",19-11-2007,30,Agriculture,Assam,India,26,29-08-2008,101,02-12-2008,18-11-2027
116,Nilgiri (Orthodox),Registered,Tea Board,"Tea Board, 14, B.T.M. Sarani (Brabourne Road), P.O. Box No.2172, Kolkata - 700 001, India, Kolkata, West Bengal, INDIA, 700 001",19-11-2007,30,Agriculture,Tamil Nadu,India,26,29-08-2008,100,08-12-2008,18-11-2027
117,Nilgiri (Orthodox) Logo ( Merged with Application No.116),Merged,Tea Board,"Tea Board, 14, B.T.M. Sarani (Brabourne Road), P.O. Box No.2172, Kolkata - 700 001, India",22-11-2007,30,Agriculture,Tamil Nadu,India,26,29-08-2008,100,08-12-2008,21-11-2027
118,Assam (Orthodox) Logo  (Merged with GI Application No.115),Merged,Tea Board,"Tea Board, 14, B.T.M. Sarani (Brabourne Road), P.O. Box No.2172, Kolkata - 700 001, India",22-11-2007,30,Agriculture,Assam,India,26,29-08-2008,101,08-12-2008,21-11-2027
119,Lucknow Chikan Craft,Registered,Small Scale Industry & 3 others,"(i) Small Scale Industry, U.P. Government, Shri. Lal Bahadur Shastri Bhawan, U.P. Secretariat, 
Lucknow - 226 001 & 3 others",07-12-2007,"24, 25 & 26",Handicraft,Uttar Pradesh,India,25,11-08-2008,102,02-12-2008,06-12-2027
120,Feni,Registered,The Goa Cashew Feni Distillers & Bottlers Association,"(i) The Goa Cashew Feni Distillers & Bottlers Association, D3/26, Tivim Industrial Estate, Karaswado Mapusa, Goa - 403 507.
(ii) Department of Science, Technology & Environment, Govt. of Goa, opposite Saligao Seminary, Saligao, Bardez, Goa - 403 511.",19-12-2007,33,Manufactured,Goa,India,27,10-10-2008,105,05-03-2009,18-12-2027
121,Tirupathi Laddu,Registered,Tirumala Tirupati Devasthanam,"Tirumala Tirupati Devasthanam, TTD Administrative Building, K.T. Road, Tirupathi - 517 501, Andhra Pradesh.",31-03-2008,30,Food Stuffs,Tirupathi (Andhra Pradesh),India,28,24-11-2008,107,04-09-2009,30-03-2028
122,Uppada Jamdani Sarees,Registered,The Uppada Handloom Weavers Co-operative Production & Sales Society Ltd,"i. The Uppada Handloom Weavers Co-operative Production & Sales Society Ltd., Uppada, U Kothapalli Mandal, East Godhavari Dist, Andhra Pradesh - 533 447, ii. Durga Handloom Weavers Co-operative Production & Sales Society Ltd, Kothapalli",10-04-2008,24 & 25,Handicraft,Andhra Pradesh,India,27,10-10-2008,106,05-03-2009,09-04-2028
123,Nashik Valley Wine,Registered,National Horticulture Board,"(i) National Horticulture Board, No.85, Institutional Area, Sector-18, Gurgaon - 122 015, Haryana, India, (ii) Nashik Valley Wine Producers Association, No.651, 'A' Wing Market Yard, Dindori Road, Panchvati, Nashik - 422 003, Maharashtra India.",22-04-2008,33,Manufactured,Maharashtra,India,32,30-03-2010,123,04-08-2010,21-04-2028
124,Virupakshi Hill Banana,Registered,Tamil Nadu Hill Banana Growers Federation,"6-3-17,main Road, Pattiveeranpatti, Dindigul District, Tamil Nadu, Pin Code - 624211.",12-05-2008,31,Agriculture,Tamil Nadu,India,25,11-08-2008,103,02-12-2008,11-05-2028
125,Mango Malihabadi Dusseheri,Registered,National Horticulture Board,"No.85, Institutional Area, Sector-18, Gurgaon - 122 015, Haryana.",15-05-2008,31,Agriculture,Uttar Pradesh,India,28,24-11-2008,108,04-09-2009,14-05-2028
126,Sirumalai Hill Banana,Registered,Tamil Nadu Hill Banana Growers Federation,"6-3-17, Main Road,  Pattiveeranpatti, Dindigul District, Tamil Nadu, Pin code - 624211.",22-05-2008,31,Agriculture,Tamil Nadu,India,25,11-08-2008,104,02-12-2008,21-05-2028
127,Tangaliya Shawl,Registered,Tangaliya Hastkala Association,"At/P.O. - Vastradi, Taluka - Wadhwan, District - Surendranagar, Gujarat, India.",09-06-2008,"24,25 &27",Handicraft,Gujarat,India,29,22-04-2009,111,04-09-2009,08-06-2018
128,Puneri Pagadi,Registered,Shree Puneri Pagadi Sangh Jadhav Sansar,"592/93, Narayan Peth, Shivshakti Apartment, Ground Floor, Next to Kanya Shala, Pune - 411 030, Maharashtra",10-06-2008,25,Handicraft,Maharashtra,India,28,24-11-2008,109,04-09-2009,09-06-2028
129,Bydagi Chilli,Registered,Spices Board (Ministry of Commerce & Industry),"Sugandha Bhavan, N.H. By-Pass, P.B.No.2277, Palarivattom, P.O. Cochin - 682 025, India",01-08-2008,30,Agriculture,Karnataka,India,36,23-09-2010,147,27-01-2011,31-07-2028
130,Vazhakkulam Pineapple,Registered,"Nadukkara Agro Processing Company Ltd., (NAPCL),","Nadukkara , Avoly P.O. Muvattupuzha - 686 677, Kerala, India. 2. The Kerala Agricultural University, Vellanikkara, KAU Post, Thrissur - 680 656, Kerala; 3. The Pineapple Farmers Association, Reg. No.ER 95/90, Vazhakulam - 686 670, Muvattupuzha, Kerala",27-08-2008,31,Agriculture,Kerala,India,29,22-04-2009,112,04-09-2009,26-08-2028
131,Devanahalli Pomello,Registered,Director of Horticulture,"Department of Horticulture, Government of Karnataka, Biotechnology Centre, Hulimavu, P.B. No. 7648, Bangalore - 560 076, Karnataka",04-09-2008,31,Agriculture,Karnataka,India,29,22-04-2009,113,04-09-2009,03-09-2028
132,Appemidi Mango,Registered,Director of Horticulture,"Department of Horticulture, Government of Karnataka, Biotechnology Centre, Hulimavu, PB No. 7648, Bangalore - 560 076, Karnataka, India",04-09-2008,31,Agriculture,Karnataka,India,29,22-04-2009,114,04-09-2009,03-09-2028
133,Kamalapur Red Banana,Registered,Director of Horticulture,"Department of Horticulture, Government of Karnataka, Biotechnology Centre, Hulimavu, PB No. 7648, Bangalore - 560 076, Karnataka, India",04-09-2008,31,Agriculture,Karnataka,India,29,22-04-2009,115,04-09-2009,03-09-2028
134,Sandur Lambani Embroidery,Registered,Sandur Kushala Kala Kendra,"i) Sandur Kushala Kala Kendra, Sandur - 583 119, District: Bellary, Karnataka, India, ii) Karnataka State Handicrafts Development Corporation Limited, No.45 M.G. Road, Bangalore- 560001, Karnataka, India",09-09-2008,"24, 25 & 26",Handicraft,Karnataka,India,33,30-04-2010,128,03-09-2010,08-09-2028
135,Toda Embroidery,Registered,"Toda Nalavaazhvu Sangam,","Toda Nalavaazhvu Sangam, Hospital Road, Ootacamund - 643 001, Nilgiris District, Tamil Nadu, India.",11-09-2008,"24,25 & 26",Handicraft,Tamil Nadu,India,29,22-04-2009,187,04-03-2013,10-09-2028
136,Khandua Saree and Fabrics,Registered,Cooperative Societies of Khandua Saree & Fabrics of Orissa,Cooperative Societies of Khandua Saree & Fabrics of Orissa,12-09-2008,"23,24 & 25",Handicraft,Odisha,India,29,22-04-2009,146,22-10-2010,11-09-2028
137,Gadwal Sarees,Registered,The Rajoli Handloom Weavers Cooperative Productions Sales Society Ltd,"i) The Rajoli Handloom Weavers Cooperative Productions Sales Society Ltd., Regn: No. 20374, Post - Rajoli, Weddepally Mandal, Mahabubnagar Dist., Andhra Pradesh - 509 126  & 3 Others",22-09-2008,24,Handicraft,Telangana,India,32,30-03-2010,124,04-08-2010,21-09-2028
138,Santipur Saree,Registered,Patent Information Centre,"Patent Information Centre, West Bengal State Council of Science & Technology, Department of Science & Technology (DST), GoWB, Bikas Bhavan, North Block, 4th Floor, Salt Lake, Kolkata - 700 091 West Bengal, Kolkata, West Bengal, INDIA, 700 091",22-09-2008,24,Handicraft,West Bengal,India,29,22-04-2009,116,04-09-2009,21-09-2028
139,Alphonso,Registered,Director of Research,"Director of Research, Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth, Dapoli Taluk, Dapoli Dist., Ratnagiri - 415 712, Maharashtra, Ratnagiri, Maharashtra, INDIA, 415 712",22-09-2008,31,Agricultural,Maharashtra,India,106,01-06-2018,324,03-10-2018,21-09-2028
140,Champagne,Registered,Comite Interprofessional du Vin de Champagne (CIVC),"5, Rue Henry Martin, BP 135, 51204, Epernay, France.",29-09-2008,33,Manufactured,France,France,34,31-05-2010,133,04-10-2010,28-09-2028
141,Vazhakkulam Pineapple (Merged With Application No.130),Merged,"The Registrar, Kerala Agricultural University","i) The Registrar, Kerala Agricultural University, Vellanikkara, KAU Post - 689 656, Thrissur, Kerala
ii) The President, Pineapple Farmers Association, Vazhakkalum P.O., Muvattupuzha, Ernakulam Dist., Kerala",15-10-2008,31,Agriculture,Kerala,India,29,22-04-2009,112,04-09-2009,14-10-2018
142,Bikaneri Bhujia,Registered,Bikaner Bhujia Udhyog Sangh,"71A, RICCO Residential Colony, Bichwal, Bikaner - 334 006, Rajasthan",28-10-2008,30,Food Stuff,Rajasthan,India,31,30-10-2009,121,28-05-2010,27-10-2028
143,Guntur Sannam Chilli,Registered,Spices Board,"Ministry of Commerce & Industry, Sugandha Bhavan, N.H. Bypass, P.B. No. 2277, Palari Vattom, (P.O.), Kochi - 682 025.",29-10-2008,30,Agriculture,Andhra Pradesh,India,31,30-12-2009,122,28-05-2010,28-10-2028
144,Cannanore Home Furnishings,Registered,Cannanore Home Furnishing Products Consortium,"North Malabar Chamber Office, Thallesery Road, Kannur, Kerala State, India",14-11-2008,"22,23,24 & 27",Handicraft,Kerala,India,29,22-04-2009,117,04-09-2009,13-11-2028
145,Basmati,Registered,The Agricultural and Processed Food Products Export Development Authority (APEDA),"NCUI Building 3, Siri Institutional Area, August Kranti Marg, New Delhi - 110 016, India",26-11-2008,30,Agricultural,India (Punjab / Haryana / Himachal Pradesh / Delhi / Uttarkhand / Uttar Pradesh / Jammu & Kashmir),India,34,31-05-2010,238,15-02-2016,25-11-2028
146,Napa Valley,Registered,Napa Valley Vinters Association,"P.O. Box 141, 1475 Library Lane, St. Helena, CA-94574, United States of America.",26-11-2008,33,Manufactured,United States of America,United States of America,34,31-05-2010,134,04-10-2010,25-11-2028
147,Sanganeri Hand Block Printing,Registered,Calico Printers Cooperative Society Ltd,"Calico Printers Cooperative Society Ltd., Main Road, Sanganer - 302029, District. Jaipur, Rajasthan., Jaipur, Rajasthan., INDIA, 302029",02-12-2008,24 & 25,Handicraft,Rajasthan,India,30,16-09-2009,119,19-03-2009,01-12-2028
148,Hand made Carpet of Bhadohi,Registered,All India Carpet Manufacturer Association,"i) All India Carpet Manufacturer Association, Maryad Patti, Bhadohi, Distt. Sant Ravidas Nagar - Bhadohi, UP
ii) The Great Bhadohi Handicraft Society, Chakkishundas (Kawal), Gyanpur, District Sant Ravidas Nagar, Bhadohi, UP & others",02-12-2008,27,Handicraft,Uttar Pradesh,India,33,30-04-2010,129,03-09-2010,01-12-2028
149,Kinnauri Shawl,Registered,Himachal Pradesh Patent Information Centre,"Himachal Pradesh Patent Information Centre, State Council for Science, Technology & Environment,
B-34, SDA Complex, Kasumpti,
Shimla - 171009.",04-12-2008,24,Handicraft,Himachal Pradesh,India,32,30-03-2010,125,04-08-2010,03-12-2018
150,Paithani Saree & Fabrics,Registered,Maharashtra State Handlooms Corportation,"(i) Maharashtra State Handlooms Corportation, No.1 Indrayani Handloom, Aurangpura, Near Samana Office, Aurangabad-431001; & 6 others",05-01-2009,24 & 25,Handicraft,Maharashtra,India,33,30-04-2010,130,03-09-2010,04-01-2029
151,Scotch Whisky,Registered,The Scotch Whisky Association,"1st Floor, Quartermile Two, 2 Lister Square, Edinburgh, EH3 9 GL, Scotland, United Kingdom",05-01-2009,33,Manufactured,Scotland,Scotland,36,23-09-2010,148,27-01-2011,04-01-2029
152,Balaramapuram Sarees  and Fine Cotton Fabrics,Registered,"The Director, Directorate of Handlooms and Textiles Government of Kerala",""" Vikas Bhavan"",4th Floor, Thiruvananthapuram-695 033, Kerala",19-01-2009,24 & 25,Handicraft,Kerala,India,30,16-09-2009,120,19-03-2009,18-01-2029
